Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
"JP2997","False","True","37362","Asian Art","Woodblock print","冨嶽三十六景　御厩川岸より両国橋夕陽見|Viewing the Sunset over Ryōgoku Bridge from the Onmaya Embankment (Onmayagashi yori Ryōgokubashi sekiyō o miru), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–31","1820","1842","Polychrome woodblock print; ink and color on paper","9 5/8 x 14 3/4 in. (24.4 x 37.5 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/37362","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1","False","True","37391","Asian Art","Print","鞠子|Mariko","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1805","1795","1815","Polychrome woodblock print; ink and color on paper","4 15/16 x 14 3/16 in. (12.5 x 36 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/37391","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1337","False","True","39655","Asian Art","Woodblock print","冨嶽三十六景　登戸浦|Noboto Bay (Noboto no ura), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","10 1/4 x 15 3/16 in. (26.0 x 38.6 cm)","Rogers Fund, 1922","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/39655","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1327","False","True","39656","Asian Art","Woodblock print","冨嶽三十六景　甲州石班沢|Kajikazawa in Kai Province (Kōshū Kajikazawa), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","10 x 15 in. (25.4 x 38.1 cm)","Rogers Fund, 1922","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/39656","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2564","False","True","39798","Asian Art","Woodblock print","冨嶽三十六景　信州諏訪湖|Lake Suwa in Shinano Province (Shinshū Suwako), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","9 3/4 x 14 7/8 in. (24.8 x 37.8 cm)","The Howard Mansfield Collection, Purchase, Rogers Fund, 1936","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/39798","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2569","False","True","39799","Asian Art","Woodblock print","「富嶽三十六景　神奈川沖浪裏」|Under the Wave off Kanagawa (Kanagawa oki nami ura), or The Great Wave, from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","10 x 15 in. (25.4 x 38.1 cm)","The Howard Mansfield Collection, Purchase, Rogers Fund, 1936","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/39799","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2986","False","True","39800","Asian Art","Woodblock print","冨嶽三十六景　甲州石班沢|Kajikazawa in Kai Province (Kōshū Kajikazawa), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","10 1/4 x 15 1/8 in. (26 x 38.4 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/39800","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"14.76.59.1–.102","False","True","40011","Asian Art","Album leaves","葛飾北斎筆 鶏と木材鶏図|Album of Sketches by Katsushika Hokusai and His Disciples","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","19th century","1800","1868","Album of ninety-seven leaves; ink and color on paper","Each leaf: 15 1/2 x 10 1/2 in. (39.4 x 26.7 cm)","Charles Stewart Smith Collection, Gift of Mrs. Charles Stewart Smith, Charles Stewart Smith Jr., and Howard Caswell Smith, in memory of Charles Stewart Smith, 1914","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/40011","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"1991.151","False","True","44634","Asian Art","Hanging scroll","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1810","1800","1820","Fan mounted as hanging scroll; ink and color on paper","Image: 9 7/16 × 20 3/16 in. (24 × 51.3 cm)
Overall with mounting: 54 3/4 × 28 3/4 in. (139 × 73 cm)
Overall with knobs: 54 3/4 × 31 in. (139 × 78.7 cm)","Purchase, Friends of Asian Art Gifts, 1991","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/44634","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP3516","False","True","44900","Asian Art","Print","詩歌写真鏡　李白|Ri Haku from the series Mirrors of Japanese and Chinese Poems (Shiika shashin kyō)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1832","1822","1842","Polychrome woodblock print; ink and color on paper","20 3/8 x 9 in. (51.8 x 22.9 cm)","The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/44900","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2921","False","True","44981","Asian Art","Woodblock print","雪月花　隅田|Snow on the Sumida River (Sumida), from the series, Snow, Moon, and Flowers (Setsugekka)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1833","1823","1843","Polychrome woodblock print; ink and color on paper","9 3/4 x 14 1/2 in. (24.8 x 36.8 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/44981","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1398","False","True","45026","Asian Art","Woodblock print","諸國名橋奇覧　三河の八ツ橋の古図|Ancient View of Yatsuhashi in Mikawa Province (Mikawa no Yatsuhashi no kozu), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1834","1824","1844","Polychrome woodblock print; ink and color on paper","9 1/8 x 14 5/8 in. (23.2 x 37.1 cm)","Rogers Fund, 1922","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/45026","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1084","False","True","45027","Asian Art","Woodblock print","諸國瀧廻リ　和州吉野義経馬洗滝|The Waterfall Where Yoshitsune Washed His Horse at Yoshino in Yamato Province (Washū Yoshino Yoshitsune uma arai no taki), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1832","1822","1842","Polychrome woodblock print; ink and color on paper","H. 14 5/8 in. (37.1 cm); W. 10 in. (25.4 cm)","Rogers Fund, 1936","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/45027","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1855","False","True","45028","Asian Art","Print","古今書画鑑　熊谷蓮生坊真跡|Bird-and-Flower Paintings","Japan","Edo period (1615–1868)","","","","Artist|Calligrapher","after","Katsushika Hokusai|Kumagai Naozane","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)|Japanese, 1141–1208","","Katsushika Hokusai|Kumagai Naozane","Japanese|Japanese","1760      |1141      ","1849      |1208      ","ca. 1816–20","1816","1820","Polychrome woodblock print; ink and color on paper","H. 14 7/16 in. (36.7 cm); W. 10 1/16 in. (25.6 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/45028","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1856","False","True","45029","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Calligrapher|Artist","after","Senseki|Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Senseki|Katsushika Hokusai","Japanese|Japanese","1760      ","1849      ","ca. 1816–20","1816","1820","Polychrome woodblock print; ink and color on paper","H. 14 3/16 in. (36 cm); W. 9 5/8 in. (24.4 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/45029","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2968","False","True","45030","Asian Art","Woodblock print","冨嶽三十六景　甲州犬目峠|The Inume Pass in Kai Province (Kōshū Inume tōge), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1831–32","1820","1842","Polychrome woodblock print; ink and color on paper","9 7/8 x 14 7/8 in. (25.1 x 37.8 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/45030","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1857","False","True","45034","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","","1760","1849","Polychrome woodblock print; ink and color on paper","H. 7 7/8 in. (20 cm); W. 21 7/8 in. (55.6 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/45034","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1290","False","True","45218","Asian Art","Print","風流無くてななくせ|Squeaking a Ground Cherry, from the series Seven Fashionable Useless Habits (Furyu nakute nana kuse)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1798","1788","1808","Polychrome woodblock print; ink and color on paper","14 5/16 x 9 3/4 in. (36.4 x 24.8cm)","Rogers Fund, 1922","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/45218","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2939","False","True","45261","Asian Art","Woodblock print","百人一首　うはか縁説　清原深養父|Poem by Kiyohara no Fukayabu, from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1835","1825","1845","Polychrome woodblock print; ink and color on paper","10 5/8 x 14 1/2 in. (27 x 36.8 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939
","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/45261","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB79a, b","False","True","45274","Asian Art","Illustrated book","Edo meisho|Famous Sites of Edo","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1800","1700","1868","Two volumes; polychrome woodblock print; ink and color on paper","Each: 10 1/16 × 6 5/8 × 1/4 in. (25.6 × 16.8 × 0.6 cm)","Gift of Mary L. Cassilly, 1894
","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/45274","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1847","False","True","45434","Asian Art","Woodblock print","「富嶽三十六景　神奈川沖浪裏」|Under the Wave off Kanagawa (Kanagawa oki nami ura), also known as The Great Wave, from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","10 1/8 x 14 15/16 in. (25.7 x 37.9 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/45434","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB107","False","True","45444","Asian Art","Illustrated book","Ehon Musashi no Abumi|A Picture Book of Japanese Warriors","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1836","1700","1868","Polychrome Woodblock printed book","8 7/8 × 6 1/8 × 3/8 in. (22.5 × 15.6 × 1 cm)","The Howard Mansfield Collection, Gift of Howard Mansfield, 1936","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/45444","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB16","False","True","45445","Asian Art","Illustrated book","Onna Imagawa|Precepts for Women","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1820s","1820","1829","Book of polychrome woodblock prints; ink and color on paper","9 × 6 1/4 × 1/2 in. (22.9 × 15.9 × 1.3 cm)","Rogers Fund, 1918","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/45445","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
